tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2000,1,250.75,30325,33851,"Denver, CO","Oklahoma City, OK",19805,AA,2520,0.1500,205.33,100,0.0700,300,0.0600,0.1300,"Denver, CO
(39.738453, -104.984853)","Oklahoma City, OK
(35.468494, -97.521264)",20001303253385119805AA
Table 5,1999,4,279.76,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19386,NW,16220,0.5400,292.43,125,0.1400,475,0.2600,0.4300,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19994306473165019386NW
Table 5,2010,2,237.22,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",20355,US,18240,0.7100,233.07,125,0.0500,450,0.0900,0.1700,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20102310573064720355US
Table 5,1996,2,88.45,33851,31123,"Oklahoma City, OK","St. Louis, MO",19393,WN,6410,0.2900,77.15,75,0.1100,100,0.8800,0.0000,"Oklahoma City, OK
(35.468494, -97.521264)","St. Louis, MO
(38.630276, -90.200309)",19962338513112319393WN
Table 5,2015,3,320.36,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,6270,0.1800,304.00,200,0.0600,400,0.0600,0.0100,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20153309773310519977UA
Table 5,2006,3,88.63,32211,30436,"Las Vegas, NV","Tucson, AZ",19991,HP,8610,0.1300,99.68,75,0.2900,125,0.2000,0.0300,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20063322113043619991HP
Table 5,2011,1,119.96,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",19930,AS,13730,0.9900,120.20,75,0.1200,200,0.1100,0.0029,"Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)","Seattle, WA
(47.603229, -122.33028)",20111342523055919930AS
Table 5,2013,4,272.68,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,8770,0.5000,268.05,225,0.2800,375,0.0900,0.0000,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20134309773207019977UA
Table 5,2000,2,238.67,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",20355,US,80820,0.9200,244.44,75,0.1100,450,0.2000,0.4400,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)",20002307213019820355US
Table 5,2018,3,289.74,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,15930,0.4695,299.76,125,0.0665,500,0.1387,0.3296,,,20183303973324419790DL
Table 5,2006,4,99.76,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19977,UA,312730,0.1500,123.50,75,0.2700,150,0.1300,0.1000,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20064325753245719977UA
Table 5,2007,2,410.50,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,16420,0.8900,429.85,200,0.0900,750,0.0500,0.2400,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20072303973310519790DL
Table 5,1996,1,83.61,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",19393,WN,24680,0.1700,71.00,75,1.0000,75,1.0000,0.0000,"Chicago, IL
(41.775002, -87.696388)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",19961309773064719393WN
Table 5,2005,4,90.90,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,61370,0.8600,87.47,75,0.2600,125,0.2800,0.0000,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20054311363246719393WN
Table 5,2004,3,261.89,31057,31295,"Charlotte, NC","Detroit, MI",19386,NW,11550,0.5200,278.38,75,0.0500,550,0.0900,0.5100,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20043310573129519386NW
Table 5,1996,1,74.38,30423,32896,"Austin, TX","Lubbock, TX",19393,WN,23150,0.9700,73.83,75,0.6400,100,0.3500,0.0000,"Austin, TX
(30.264979, -97.746598)","Lubbock, TX
(41.181125, -96.030508)",19961304233289619393WN
Table 5,1998,1,240.16,31066,34100,"Columbus, OH","Philadelphia, PA",19991,HP,5850,0.1900,209.77,100,0.2000,350,0.1700,0.2300,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",19981310663410019991HP
Table 5,1999,2,258.20,31057,30529,"Charlotte, NC","Hartford, CT",20355,US,18860,0.9100,259.10,75,0.0900,450,0.2200,0.4700,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",19992310573052920355US
Table 5,2004,3,85.71,30713,34057,"Boise, ID","Portland, OR",19930,AS,24010,0.4600,96.25,75,0.2800,125,0.3300,0.0096,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20043307133405719930AS
Table 5,1997,1,77.43,30189,32211,"Colorado Springs, CO","Las Vegas, NV",19994,QQ,17810,0.4200,88.00,75,0.5000,150,0.0800,0.0067,"Colorado Springs, CO
(38.835224, -104.819798)","Las Vegas, NV
(36.169202, -115.140597)",19971301893221119994QQ
Table 5,2009,3,93.28,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,7370,0.3900,85.78,75,0.4800,150,0.0600,0.0000,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20093316383221120368G4
Table 5,2004,2,92.27,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",19393,WN,16420,0.7100,86.43,75,0.4400,125,0.4200,0.0000,"Houston, TX
(29.760803, -95.369506)","Jackson/Vicksburg, MS
(30.325968, -81.65676)",20042314533244819393WN
Table 5,2004,3,91.67,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",19805,AA,27730,0.2000,103.97,75,0.3000,150,0.0500,0.0300,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Antonio, TX
(29.425173, -98.494599)",20043301943321419805AA
Table 5,1999,3,78.98,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",19805,AA,34510,0.1800,87.39,75,0.4800,150,0.0600,0.0078,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Antonio, TX
(29.425173, -98.494599)",19993301943321419805AA
Table 5,2015,4,272.86,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19790,DL,5210,0.2200,285.77,100,0.0600,375,0.0500,0.3400,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20154354123170319790DL
Table 5,2011,2,263.01,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,10890,0.3200,335.95,175,0.1000,650,0.0900,0.2800,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20112330443170319704CO
Table 5,2004,1,223.31,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19790,DL,6390,0.4200,203.19,100,0.0700,250,0.0500,0.1700,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20041354123170319790DL
Table 5,2018,3,86.43,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",20436,F9,9960,0.4982,86.63,75,0.4458,150,0.1044,0.0000,,,20183303973535620436F9
Table 5,2000,1,262.65,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",19704,CO,8790,0.3400,313.01,125,0.1400,500,0.1600,0.4900,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20001318713170319704CO
Table 5,1997,1,260.37,30198,31123,"Pittsburgh, PA","St. Louis, MO",20211,TW,5900,0.4900,261.31,125,0.1200,400,0.1600,0.1800,"Pittsburgh, PA
(40.442169, -79.994945)","St. Louis, MO
(38.630276, -90.200309)",19971301983112320211TW
Table 5,2015,2,264.80,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",19977,UA,5870,0.1300,258.84,100,0.0600,375,0.0600,0.3100,"Greensboro/High Point, NC
(36.072701, -79.793899)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20152319953170319977UA
Table 5,2004,4,90.86,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",19805,AA,23470,0.2600,101.66,75,0.2100,150,0.1000,0.0100,"Raleigh/Durham, NC
(42.673348, -72.179683)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20044344923085219805AA
Table 5,2003,1,296.76,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,7860,0.4600,302.17,125,0.1100,600,0.0600,0.3100,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20031331053165019790DL
Table 5,1997,2,254.93,32337,34100,"Indianapolis, IN","Philadelphia, PA",20355,US,26770,0.9000,257.35,125,0.1600,425,0.2100,0.2800,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",19972323373410020355US
Table 5,1997,2,75.06,32211,34570,"Las Vegas, NV","Reno, NV",19994,QQ,31930,0.4900,71.22,75,0.6100,125,0.0600,0.0016,"Las Vegas, NV
(36.169202, -115.140597)","Reno, NV
(30.177159, -95.162771)",19972322113457019994QQ
Table 5,2006,2,225.10,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19704,CO,23720,0.1300,242.05,125,0.0500,375,0.0700,0.0700,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20062310573170319704CO
Table 5,1997,3,221.82,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19977,UA,2530,0.1100,217.46,100,0.0900,400,0.0700,0.2600,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19973319863170319977UA
Table 5,1999,3,243.62,31295,30198,"Detroit, MI","Pittsburgh, PA",19386,NW,8500,0.4400,252.20,100,0.0800,325,0.4600,0.5000,"Detroit, MI
(42.332916, -83.047853)","Pittsburgh, PA
(40.442169, -79.994945)",19993312953019819386NW
Table 5,2004,3,234.65,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,6470,0.2700,211.47,100,0.0800,300,0.0500,0.2000,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20043331053410020355US
Table 5,1996,3,96.61,30977,31066,"Chicago, IL","Columbus, OH",19977,UA,31610,0.3300,119.21,75,0.2500,200,0.0700,0.0700,"Chicago, IL
(41.775002, -87.696388)","Columbus, OH
(39.962649, -82.996216)",19963309773106619977UA
Table 5,1996,4,69.29,33198,33851,"Kansas City, MO","Oklahoma City, OK",19393,WN,26700,0.9800,67.30,75,0.3800,100,0.6100,0.0000,"Kansas City, MO
(39.099792, -94.578559)","Oklahoma City, OK
(35.468494, -97.521264)",19964331983385119393WN
Table 5,2002,4,79.80,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",19393,WN,284650,0.6400,76.75,75,0.5200,100,0.4700,0.0004,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Phoenix, AZ
(30.406931, -87.217578)",20024325753046619393WN
Table 5,1997,2,265.30,30257,30977,"Albany, NY","Chicago, IL",19805,AA,8290,0.3900,266.67,125,0.1900,575,0.1000,0.3100,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",19972302573097719805AA
Table 5,1999,2,74.48,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",19393,WN,45720,0.7300,72.91,75,0.4700,100,0.5100,0.0002,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19992302793019419393WN
Table 5,1996,2,221.04,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",19386,NW,138290,0.6900,227.66,100,0.1700,425,0.0900,0.3800,"Detroit, MI
(42.332916, -83.047853)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19962312953170319386NW
Table 5,2004,3,96.00,30977,32337,"Chicago, IL","Indianapolis, IN",19977,UA,16400,0.3600,104.84,75,0.3900,150,0.0700,0.0400,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20043309773233719977UA
Table 5,1998,1,300.04,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19386,NW,13490,0.8100,309.30,125,0.0500,450,0.3800,0.5000,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19981310663165019386NW
Table 5,1998,4,229.90,32337,34100,"Indianapolis, IN","Philadelphia, PA",20355,US,26980,0.8200,242.43,100,0.0700,450,0.1800,0.4000,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",19984323373410020355US
Table 5,2000,1,264.19,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",20211,TW,20220,0.5000,279.61,100,0.0800,400,0.2200,0.5800,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20001316503112320211TW
Table 5,1996,4,74.23,33192,30559,"Sacramento, CA","Seattle, WA",19930,AS,40960,0.5300,84.01,75,0.5300,125,0.2900,0.0005,"Sacramento, CA
(38.582087, -121.50012)","Seattle, WA
(47.603229, -122.33028)",19964331923055919930AS
Table 5,2001,4,224.08,31295,34100,"Detroit, MI","Philadelphia, PA",19386,NW,27540,0.5500,243.23,100,0.2200,500,0.0900,0.3300,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20014312953410019386NW
Table 5,2015,3,320.87,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,6600,0.2100,339.44,150,0.0900,550,0.1000,0.3100,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20153309773452419977UA
Table 5,2001,1,220.71,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",19704,CO,8340,0.5000,277.47,100,0.0700,525,0.1900,0.4100,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Hartford, CT
(41.765775, -72.673356)",20011306473052919704CO
Table 5,2002,4,74.63,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",19393,WN,16740,0.9700,72.02,75,0.4300,100,0.5600,0.0000,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20024336673085219393WN
Table 5,2000,4,255.22,31057,33244,"Charlotte, NC","Memphis, TN",20355,US,10380,0.6400,261.52,75,0.0500,500,0.1300,0.4800,"Charlotte, NC
(35.222936, -80.840161)","Memphis, TN
(35.143378, -90.052136)",20004310573324420355US
Table 5,1996,2,261.11,30135,30977,"Allentown/Bethlehem/Easton, PA","Chicago, IL",19977,UA,10920,0.8700,256.93,125,0.1500,450,0.0900,0.3100,"Allentown/Bethlehem/Easton, PA
(40.602753, -75.469759)","Chicago, IL
(41.775002, -87.696388)",19962301353097719977UA
Table 5,2009,4,90.30,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,4530,0.2100,83.16,75,0.5000,175,0.0500,0.0000,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20094316383221120368G4
Table 5,2014,1,333.10,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,UA,15900,0.8300,331.04,225,0.2600,325,0.0500,0.0400,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20141303723257519977UA
Table 5,2003,4,243.79,31057,30693,"Charlotte, NC","Nashville, TN",20355,US,12350,0.8600,249.57,100,0.1800,500,0.0700,0.4300,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)",20034310573069320355US
Table 5,2001,1,278.89,30713,30325,"Boise, ID","Denver, CO",19977,UA,8790,0.6500,310.81,125,0.1400,600,0.0500,0.3800,"Boise, ID
(43.597772, -83.884521)","Denver, CO
(39.738453, -104.984853)",20011307133032519977UA
Table 5,2001,1,219.07,30977,30198,"Chicago, IL","Pittsburgh, PA",19805,AA,6250,0.1100,265.35,75,0.0900,500,0.0900,0.5300,"Chicago, IL
(41.775002, -87.696388)","Pittsburgh, PA
(40.442169, -79.994945)",20011309773019819805AA
Table 5,1997,3,236.51,30977,30198,"Chicago, IL","Pittsburgh, PA",19977,UA,23060,0.3600,233.94,100,0.1400,375,0.0700,0.4400,"Chicago, IL
(41.775002, -87.696388)","Pittsburgh, PA
(40.442169, -79.994945)",19973309773019819977UA
Table 5,2008,2,346.71,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19704,CO,6550,0.2900,346.53,225,0.2700,550,0.0500,0.0100,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20082306473410019704CO
Table 5,2000,1,227.45,31267,34100,"Dayton, OH","Philadelphia, PA",20355,US,11180,0.8500,231.89,75,0.0700,400,0.2100,0.4800,"Dayton, OH
(39.760982, -84.192203)","Philadelphia, PA
(39.951061, -75.16562)",20001312673410020355US
Table 5,1996,1,72.79,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",19930,AS,169500,0.5900,68.60,75,0.7800,125,0.0700,0.0021,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","Seattle, WA
(47.603229, -122.33028)",19961324573055919930AS
Table 5,2000,1,220.79,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",19790,DL,36660,0.8700,227.83,100,0.1700,475,0.0800,0.2600,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Richmond, VA
(37.540759, -77.433932)",20001303973452419790DL
Table 5,2006,2,255.88,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19977,UA,2330,0.1000,233.31,150,0.0700,300,0.0500,0.0400,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",20062316503019819977UA
Table 5,2010,4,230.08,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,DL,16720,0.7100,246.41,150,0.1600,275,0.0600,0.0900,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",20104316503019819790DL
Table 5,2012,1,113.72,30713,34057,"Boise, ID","Portland, OR",19930,AS,24720,0.5700,115.66,75,0.2300,175,0.1900,0.0065,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20121307133405719930AS
Table 5,2014,1,316.35,31295,33198,"Detroit, MI","Kansas City, MO",19790,DL,13690,0.5600,376.22,200,0.0700,575,0.0900,0.0300,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)",20141312953319819790DL
Table 5,2001,2,240.24,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19386,NW,24670,0.4600,251.34,100,0.0700,450,0.1000,0.3200,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20012316503112319386NW
Table 5,1999,1,251.28,30977,31995,"Chicago, IL","Greensboro/High Point, NC",19790,DL,2700,0.1300,223.75,125,0.0700,500,0.0500,0.1200,"Chicago, IL
(41.775002, -87.696388)","Greensboro/High Point, NC
(36.072701, -79.793899)",19991309773199519790DL
Table 5,1996,4,82.94,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",19790,DL,138830,0.7800,80.67,75,0.6300,125,0.1700,0.0100,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",19964325753461419790DL
Table 5,2006,2,92.64,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,WN,61240,0.8200,90.42,75,0.3200,125,0.4300,0.0007,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20062301943289619393WN
Table 5,2015,1,302.91,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,4390,0.1600,261.48,175,0.1300,375,0.0500,0.0200,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20151302553085219790DL
Table 5,2008,3,383.08,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19805,AA,14560,0.3700,382.76,225,0.0500,675,0.0600,0.0400,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20083316503112319805AA
Table 5,1996,2,77.07,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,43540,0.7100,76.02,100,1.0000,100,1.0000,0.0000,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",19962301403046619393WN
Table 5,1996,2,93.41,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",19393,WN,43270,0.3400,71.49,75,0.7000,125,0.1300,0.0000,"Salt Lake City, UT
(40.758478, -111.888142)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19962346143245719393WN
Table 5,2010,1,282.23,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19790,DL,3430,0.2500,270.92,125,0.1000,475,0.0500,0.2700,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20101319863170319790DL
Table 5,1999,1,238.14,30977,33244,"Chicago, IL","Memphis, TN",19977,UA,17140,0.4800,242.81,100,0.1400,375,0.2600,0.4400,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)",19991309773324419977UA
Table 5,1996,2,85.77,30158,30721,"Atlantic City, NJ","Boston, MA (Metropolitan Area)",20416,NK,12830,0.8700,70.49,75,1.0000,75,1.0000,0.0000,"Atlantic City, NJ
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",19962301583072120416NK
Table 5,2014,1,280.78,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",20355,US,9470,0.3000,212.16,125,0.1100,300,0.0600,0.0600,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20141330443170320355US
Table 5,2001,2,231.66,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,25610,0.5800,244.34,100,0.0700,575,0.0600,0.2600,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20012301943069319805AA
Table 5,2000,3,259.26,31057,30977,"Charlotte, NC","Chicago, IL",19977,UA,16700,0.2600,247.01,100,0.0800,500,0.1200,0.3900,"Charlotte, NC
(35.222936, -80.840161)","Chicago, IL
(41.775002, -87.696388)",20003310573097719977UA
